listing_id,seller_source,seller_type,make,model,trim_generation,year,price_mga,price_raw,currency_original,price_type,negotiable,mileage_km,mileage_raw,fuel,transmission,drivetrain,engine,seats,options_summary,condition_notes,location,contact,include_in_estimation,duplicate_group,data_confidence,extraction_notes
ANX-MKT-0086,Clean Auto,Revendeur Facebook,Subaru,Impreza,Boxer,2010,43000000,43 000 000 Ar,MGA,asking,True,59000,59 000 km,Diesel,Manuelle,4x4 permanent,2.0L turbo diesel,,"Démarrage bouton, sièges chauffants, x4 permanent",,,034 20 006 16,True,,high,Boîte manuelle confirmée par utilisateur
ANX-MKT-0087,Clean Auto,Revendeur Facebook,Citroën,Berlingo,,2017,47000000,47 000 000 Ar,MGA,asking,False,44000,44 000 km,Diesel,Manuelle 5 vitesses,,Turbo diesel,,"Full option, verrouillage centralisé, vitres électriques, commande volant","Très belle occasion, presque neuve",,034 20 006 16,True,,high,
ANX-MKT-0088,Clean Auto,Revendeur Facebook,Mazda,CX-5,,2017,99000000,99 000 000 Ar,MGA,asking,False,11500,11 500 km réel,,Automatique / séquentielle,,,5,"Full option, toit ouvrant, démarrage bouton, phares directionnels, cuir et sièges électriques, moteur 2.1 essence SkyActiv",État neuf,,034 07 000 55,True,,high,
ANX-MKT-0089,Volcano Cars,Revendeur Facebook,Hyundai,Terracan,JX250 Off-Road,2004,50000000,250 000 000 FMG,FMG,asking,True,250000,250xxx km,Diesel,BVA 4WD auto-low,4WD,2.5 TCI turbo intercooler,7,"SNORKEL, voiture rehaussée, jantes 15, détecteurs obscurité/pluie, clim, vitres/rétros électriques, caméra recul","Très bon état, kits secours complets",,034 44 663 11,True,,high,
ANX-MKT-0090,Volcano Cars,Revendeur Facebook,Hyundai,Accent,WIT,2013,27500000,137 500 000 FMG / 27 500 000 Ar,FMG,asking,True,94000,94xxx km,Diesel,BVM 6,,1.6 CRDI VGT,5,"Jantes kit 16, clim, sièges cuir/chauffants, volant chauffant, radio origine commande volant","Très bon état, kits secours complets",,034 44 663 11,True,,high,
ANX-MKT-0091,Volcano Cars,Revendeur Facebook,Volkswagen,Golf,5,2009,30000000,150 000 000 FMG / 30 000 000 Ar,FMG,asking,True,150000,150xxx km,Diesel,DSG6,,2.0 TDI,5,"Toit ouvrant électrique, détecteurs obscurité, clim, 4 vitres électriques, rétros électriques, commande à distance",Très bon état,,034 44 663 11,True,,high,Mande model N1
ANX-MKT-0092,Volcano Cars,Revendeur Facebook,Kia,Pride,SLX Lavavody,2006,21000000,105 000 000 FMG / 21 000 000 Ar,FMG,asking,True,106000,106xxx km évolutif,Diesel,BVA,,Turbo Diesel CRDI VGT,5,"Climatronic, 4 vitres électriques, rétros électriques, radio écran commande volant","Très bon état, entretiens et papiers à jour",,034 44 663 11,True,,high,
ANX-MKT-0093,Volcano Cars,Revendeur Facebook,Kia,Pride,SLX Bodykit Phase 2,2006,24000000,120 000 000 FMG / 24 000 000 Ar,FMG,asking,True,97000,97xxx km évolutif,Diesel,BVA,,Turbo Diesel CRDI VGT,5,"Jantes kits, 4 freins à disques, cuir, 4 vitres électriques, rétros électriques, caméra recul, radio écran",Très bon état; entretien à jour,,034 44 663 11,True,,high,
ANX-MKT-0094,Volcano Cars,Revendeur Facebook,Kia,Pride,Phase 1 SLX Lavavody,2006,20000000,100 000 000 FMG / 20 000 000 Ar,FMG,asking,True,165000,165xxx km,Diesel,BVA,,Turbo Diesel CRDI,5,"4 freins à disques, clim, 4 vitres électriques, rétros électriques, radio écran, caméra recul","Très bon état, kits secours complets",,034 44 663 11,True,,high,
ANX-MKT-0095,Volcano Cars,Revendeur Facebook,Kia,Sportage,3 TLX,2012,41000000,205 000 000 FMG / 41 000 000 Ar,FMG,asking,True,79000,79xxx km réel,Diesel,BVA / séquentielle,4x2,2.0 CRDI e-VGT,5,"Double toits panoramiques, keyless, cuir, sièges chauffants/ventilés, volant chauffant, clim, caméra recul, radio Android, mode Eco",Très bon état,,034 44 663 11,True,,high,
ANX-MKT-0096,Volcano Cars,Revendeur Facebook,Hyundai,i30,Phase 1 Europe,2009,23000000,115 000 000 FMG / 23 000 000 Ar,FMG,asking,True,107000,107xxx km,Diesel,BVM 5,,1.6 CRDI très puissant,5,"Jantes alu 15, vitres/rétros électriques, radio origine commande volant",Très bon état,,034 44 663 11,True,,high,
ANX-MKT-0097,Volcano Cars,Revendeur Facebook,Volkswagen,Golf,5,2009,27000000,135 000 000 FMG / 27 000 000 Ar,FMG,asking,True,118000,118xxx km,Diesel,DSG6,,2.0 TDI,5,"Toit ouvrant électrique, clim, 4 vitres électriques, radio écran Android, commande à distance",Très bon état,,034 44 663 11,True,,high,
ANX-MKT-0098,Volcano Cars,Revendeur Facebook,Kia,Pride,Phase 2,2010,25000000,125 000 000 FMG / 25 000 000 Ar,FMG,asking,True,110000,110xxx km,Diesel,BVA,,1.5 VGT,5,"Mode ECO, jantes 15, clim, 4 vitres/rétros électriques, radar bip de recul, radio origine commande volant",Très bon état,,034 44 663 11,True,,high,
ANX-MKT-0099,Volcano Cars,Revendeur Facebook,Chevrolet,Aveo,,2009,17000000,85 000 000 FMG / 17 000 000 Ar,FMG,asking,True,220000,220xxx km,Essence,BVM 5,,S-Tech 1.2 16V,5,"2 VE, radio, kit secours complet","Papier à jour, voiture en bon état, 0 devoir",,034 44 663 11,True,,high,
ANX-MKT-0100,Volcano Cars,Revendeur Facebook,Peugeot,208,,2015,27500000,137 500 000 FMG / 27 500 000 Ar,FMG,asking,True,131000,131xxx km,Diesel,BVM 5,,1.4 HDI,5,"Radio origine commande volant, radar bip recul, commande à distance, clim, double clés","Papiers à jour, vidange faite, très bon état, non gagé",,034 44 663 11,True,,high,
ANX-MKT-0101,Volcano Cars,Revendeur Facebook,Chevrolet,Cruze,Phase 2,2013,26000000,130 000 000 FMG / 26 000 000 Ar,FMG,asking,True,123000,123xxx km,Diesel,BVA / séquentielle,,2.2 Turbo,5,"Démarrage sans clé, détecteurs obscurité, sièges chauffantes, clim, rétros rabattables électriques, radio commande volant",Très bon état; N.B. petite fissure pare-brise,,034 44 663 11,True,,high,
ANX-MKT-0102,Volcano Cars,Revendeur Facebook,Volkswagen,Golf,6,2010,33000000,165 000 000 FMG / 33 000 000 Ar,FMG,asking,True,145000,145xxx km,Diesel,DSG6,,2.0 TDI,5,"Jantes 18, toit ouvrant électrique, clim, sièges chauffants, caméra recul, radio écran Android",Très bon état,,034 44 663 11,True,,high,
ANX-MKT-0103,Volcano Cars,Revendeur Facebook,Hyundai,Tucson,LX20 Full,2012,41000000,205 000 000 FMG / 41 000 000 Ar,FMG,asking,True,,,Diesel,BVA / séquentielle,4x2,2.0 CRDI e-VGT,5,"Double toits panoramiques, marchepied, cuir/chaises chauffantes, clim, caméra recul, radio Android, mode ECO",Très bon état,,034 44 663 11,True,,medium,
ANX-MKT-0104,Volcano Cars,Revendeur Facebook,SsangYong,Rexton,W,2013,43000000,215 000 000 FMG / 43 000 000 Ar,FMG,asking,True,90000,90xxx km réel,Diesel,BVA / séquentielle,4WD,2.0 e-XDI,7,"Pont rigide 4WD, toit ouvrant, keyless, cuir/chaises chauffantes, clim, caméra recul, radio écran",Très bon état; fraîchement sorti,,034 44 663 11,True,,high,
ANX-MKT-0105,Volcano Cars,Revendeur Facebook,Volkswagen,Tiguan,2.0 TDI Europe,2010,41000000,205 000 000 FMG / 41 000 000 Ar,FMG,asking,True,122000,122xxx km réel,Diesel,Manuelle 6 vitesses,,2.0 TDI,5,"Volant 3 branches, frein à main électrique Auto-Hold, ordinateur de bord, clim, réglage chaise chauffeur électrique, 4 vitres/rétros électriques, radio origine","Très bon état, sans devoir",,034 44 663 11,True,,high,
